cle_obs,type_en,code_en,nom_en,version_en,type_info_geo
1095902,"ZNIEFF type 1",04M000024,"Saint Pierre Platier Est",2016-05,Rattachement
1095891,"ZNIEFF type 2",04M000003,Saint-Pierre,2016-05,Rattachement
1185018,"Réserve naturelle nationale",FR3600164,"Réserve Nationale Marine de la Réunion",2010,Rattachement
1187567,"Réserve naturelle nationale",FR3600164,"Réserve Nationale Marine de la Réunion",2010,Rattachement
1178803,"Réserve naturelle nationale",FR3600164,"Réserve Nationale Marine de la Réunion",2010,Rattachement
1189897,"ZNIEFF type 2",04M000003,Saint-Pierre,2016-05,Rattachement
1191614,"ZNIEFF type 2",04M000003,Saint-Pierre,2016-05,Rattachement
1187811,"Réserve naturelle nationale",FR3600164,"Réserve Nationale Marine de la Réunion",2010,Rattachement
1097102,"ZNIEFF type 1",04M000023,"Saint Pierre Platier Ouest",2016-05,Rattachement
1177528,"Réserve naturelle nationale",FR3600164,"Réserve Nationale Marine de la Réunion",2010,Rattachement
1182465,"Réserve naturelle nationale",FR3600164,"Réserve Nationale Marine de la Réunion",2010,Rattachement
1196131,"Réserve naturelle nationale",FR3600164,"Réserve Nationale Marine de la Réunion",2010,Rattachement
1095203,"ZNIEFF type 2",04M000003,Saint-Pierre,2016-05,Rattachement
